station,start_time,end_time,peak_level_cm,peak_time,duration_min,avg_gradient_cm_min,points_count,rain_yard_mm,rain_garden_mm,total_rain_mm,rain_verified
Wasserstraße_Springorum,2025-10-17T03:57:00Z,2025-10-17T04:02:00Z,7.5,2025/10/17 04:00:00,5,2.419,6,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-17T03:19:00Z,2025-10-17T03:35:00Z,7.2,2025/10/17 03:35:00,16,0.447,12,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-17T02:09:00Z,2025-10-17T02:43:00Z,6.8,2025/10/17 02:33:00,34,0.282,21,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-17T00:58:00Z,2025-10-17T01:03:00Z,6.2,2025/10/17 01:00:00,5,2.952,6,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-16T21:05:00Z,2025-10-16T22:57:00Z,6.4,2025/10/16 21:25:00,112,0.318,58,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-16T20:05:00Z,2025-10-16T20:10:00Z,6.3,2025/10/16 20:07:00,5,3,6,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-16T19:04:00Z,2025-10-16T19:09:00Z,4.9,2025/10/16 19:04:00,5,49,6,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-16T18:17:00Z,2025-10-16T18:21:00Z,4.5,2025/10/16 18:19:00,4,2.143,5,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-16T16:28:00Z,2025-10-16T16:33:00Z,3.4,2025/10/16 16:33:00,5,0.667,6,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-16T15:39:00Z,2025-10-16T15:44:00Z,5.4,2025/10/16 15:44:00,5,1.059,6,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-16T14:12:00Z,2025-10-16T14:16:00Z,4.9,2025/10/16 14:14:00,4,2.333,5,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-16T08:08:00Z,2025-10-16T08:12:00Z,2.9,2025/10/16 08:10:00,4,1.381,5,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-16T06:55:00Z,2025-10-16T07:00:00Z,4.9,2025/10/16 06:59:00,5,1.195,6,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-16T03:51:00Z,2025-10-16T03:56:00Z,6.9,2025/10/16 03:54:00,5,2.226,6,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-16T02:28:00Z,2025-10-16T02:33:00Z,6.2,2025/10/16 02:29:00,5,5.636,6,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-16T01:58:00Z,2025-10-16T02:02:00Z,6.3,2025/10/16 02:00:00,4,3,5,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-16T00:59:00Z,2025-10-16T01:10:00Z,6.2,2025/10/16 00:59:00,11,62,11,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-15T23:11:00Z,2025-10-15T23:11:00Z,4.8,2025/10/15 23:11:00,0,48,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-15T21:02:00Z,2025-10-15T21:02:00Z,4.4,2025/10/15 21:02:00,0,44,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-14T20:14:00Z,2025-10-15T06:12:00Z,7.5,2025/10/15 01:59:00,598,0.022,503,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-14T15:23:00Z,2025-10-14T15:24:00Z,5.4,2025/10/14 15:24:00,1,4.909,2,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-14T14:02:00Z,2025-10-14T14:02:00Z,2.1,2025/10/14 14:02:00,0,21,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-14T13:27:00Z,2025-10-14T13:27:00Z,2.3,2025/10/14 13:27:00,0,23,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-14T10:24:00Z,2025-10-14T10:24:00Z,2.6,2025/10/14 10:24:00,0,26,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-14T09:01:00Z,2025-10-14T09:01:00Z,5.1,2025/10/14 09:01:00,0,51,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-13T23:44:00Z,2025-10-13T23:44:00Z,4.5,2025/10/13 23:44:00,0,45,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-13T12:00:00Z,2025-10-13T12:00:00Z,2.3,2025/10/13 12:00:00,0,23,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-13T08:34:00Z,2025-10-13T08:34:00Z,3.2,2025/10/13 08:34:00,0,32,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-13T05:56:00Z,2025-10-13T05:59:00Z,2,2025/10/13 05:56:00,3,20,3,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-13T04:53:00Z,2025-10-13T05:19:00Z,5.5,2025/10/13 04:53:00,26,55,17,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-13T04:16:00Z,2025-10-13T04:21:00Z,4.4,2025/10/13 04:19:00,5,1.419,6,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-12T15:41:00Z,2025-10-12T15:41:00Z,1.8,2025/10/12 15:41:00,0,18,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-12T14:43:00Z,2025-10-12T14:43:00Z,2,2025/10/12 14:43:00,0,20,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-12T09:07:00Z,2025-10-12T09:07:00Z,4.2,2025/10/12 09:07:00,0,42,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-12T07:19:00Z,2025-10-12T07:19:00Z,5,2025/10/12 07:19:00,0,50,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-12T06:31:00Z,2025-10-12T06:31:00Z,4.7,2025/10/12 06:31:00,0,47,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-11T20:06:00Z,2025-10-11T20:06:00Z,1.9,2025/10/11 20:06:00,0,19,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-11T18:00:00Z,2025-10-11T18:00:00Z,4.5,2025/10/11 18:00:00,0,45,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-11T16:58:00Z,2025-10-11T16:58:00Z,3.1,2025/10/11 16:58:00,0,31,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-11T14:39:00Z,2025-10-11T14:39:00Z,1.7,2025/10/11 14:39:00,0,17,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-11T12:47:00Z,2025-10-11T12:47:00Z,1.6,2025/10/11 12:47:00,0,16,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-10T10:11:00Z,2025-10-10T10:11:00Z,2.9,2025/10/10 10:11:00,0,29,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-10T07:49:00Z,2025-10-10T07:49:00Z,5.2,2025/10/10 07:49:00,0,52,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-10T04:52:00Z,2025-10-10T05:10:00Z,5,2025/10/10 04:52:00,18,50,2,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-09T21:43:00Z,2025-10-09T21:43:00Z,5.2,2025/10/09 21:43:00,0,52,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-09T17:33:00Z,2025-10-09T17:33:00Z,4.9,2025/10/09 17:33:00,0,49,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-09T14:51:00Z,2025-10-09T14:51:00Z,1.6,2025/10/09 14:51:00,0,16,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-09T14:24:00Z,2025-10-09T14:24:00Z,4.3,2025/10/09 14:24:00,0,43,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-09T08:58:00Z,2025-10-09T09:13:00Z,4.5,2025/10/09 09:01:00,15,1.452,9,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-09T07:40:00Z,2025-10-09T07:45:00Z,3.8,2025/10/09 07:45:00,5,0.745,6,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-09T05:47:00Z,2025-10-09T05:52:00Z,5.7,2025/10/09 05:51:00,5,1.39,6,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-09T01:37:00Z,2025-10-09T01:37:00Z,4.9,2025/10/09 01:37:00,0,49,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-08T11:19:00Z,2025-10-08T11:37:00Z,3.3,2025/10/08 11:33:00,18,0.234,9,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-08T10:50:00Z,2025-10-08T10:55:00Z,5.5,2025/10/08 10:50:00,5,55,6,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-08T10:23:00Z,2025-10-08T10:28:00Z,5.8,2025/10/08 10:23:00,5,58,6,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-08T09:54:00Z,2025-10-08T09:59:00Z,2.8,2025/10/08 09:56:00,5,1.333,6,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-08T06:36:00Z,2025-10-08T06:36:00Z,2.8,2025/10/08 06:36:00,0,28,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-08T05:40:00Z,2025-10-08T05:40:00Z,1.6,2025/10/08 05:40:00,0,16,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-07T12:42:00Z,2025-10-07T12:42:00Z,1.7,2025/10/07 12:42:00,0,17,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-07T11:36:00Z,2025-10-07T11:36:00Z,1.6,2025/10/07 11:36:00,0,16,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-07T09:19:00Z,2025-10-07T09:19:00Z,3.7,2025/10/07 09:19:00,0,37,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-07T06:49:00Z,2025-10-07T06:53:00Z,6.1,2025/10/07 06:49:00,4,61,5,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-07T06:18:00Z,2025-10-07T06:22:00Z,3.7,2025/10/07 06:21:00,4,1.194,5,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-07T05:29:00Z,2025-10-07T05:33:00Z,6.2,2025/10/07 05:32:00,4,2,5,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-07T04:33:00Z,2025-10-07T04:38:00Z,4.9,2025/10/07 04:36:00,5,1.581,6,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-07T04:02:00Z,2025-10-07T04:06:00Z,4.1,2025/10/07 04:06:00,4,1,5,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-07T02:05:00Z,2025-10-07T02:10:00Z,5.7,2025/10/07 02:09:00,5,1.39,6,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-07T00:44:00Z,2025-10-07T00:49:00Z,5.8,2025/10/07 00:48:00,5,1.415,6,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-06T12:40:00Z,2025-10-06T12:44:00Z,2.6,2025/10/06 12:44:00,4,0.634,4,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-06T12:14:00Z,2025-10-06T12:16:00Z,6.6,2025/10/06 12:14:00,2,66,3,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-06T11:24:00Z,2025-10-06T11:50:00Z,7.6,2025/10/06 11:46:00,26,0.344,11,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-06T09:36:00Z,2025-10-06T09:41:00Z,4.6,2025/10/06 09:36:00,5,46,6,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-06T07:08:00Z,2025-10-06T07:08:00Z,4.8,2025/10/06 07:08:00,0,48,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-05T20:32:00Z,2025-10-05T23:05:00Z,8.6,2025/10/05 22:34:00,153,0.07,90,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-05T19:28:00Z,2025-10-05T20:10:00Z,6,2025/10/05 19:42:00,42,0.426,31,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-05T18:43:00Z,2025-10-05T18:48:00Z,5.3,2025/10/05 18:43:00,5,53,6,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-05T17:43:00Z,2025-10-05T17:47:00Z,4.9,2025/10/05 17:44:00,4,4.455,5,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-05T15:11:00Z,2025-10-05T15:43:00Z,5.2,2025/10/05 15:16:00,32,1.02,18,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-05T11:15:00Z,2025-10-05T11:21:00Z,5.6,2025/10/05 11:20:00,6,1.098,7,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-05T09:38:00Z,2025-10-05T09:38:00Z,3,2025/10/05 09:38:00,0,30,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-05T07:28:00Z,2025-10-05T09:16:00Z,7,2025/10/05 09:10:00,108,0.069,70,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-04T20:46:00Z,2025-10-04T20:56:00Z,1.9,2025/10/04 20:56:00,10,0.188,3,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-04T05:41:00Z,2025-10-04T05:53:00Z,1.7,2025/10/04 05:41:00,12,17,5,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-04T05:09:00Z,2025-10-04T05:09:00Z,1.6,2025/10/04 05:09:00,0,16,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-04T04:39:00Z,2025-10-04T04:39:00Z,1.6,2025/10/04 04:39:00,0,16,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-04T02:37:00Z,2025-10-04T04:04:00Z,2.3,2025/10/04 03:46:00,87,0.033,25,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-04T01:55:00Z,2025-10-04T02:11:00Z,1.8,2025/10/04 02:11:00,16,0.112,3,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-04T01:26:00Z,2025-10-04T01:28:00Z,2.8,2025/10/04 01:26:00,2,28,3,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-04T00:40:00Z,2025-10-04T00:45:00Z,4.8,2025/10/04 00:40:00,5,48,6,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-03T20:16:00Z,2025-10-03T20:16:00Z,5.3,2025/10/03 20:16:00,0,53,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-03T14:22:00Z,2025-10-03T14:22:00Z,4.4,2025/10/03 14:22:00,0,44,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-03T07:38:00Z,2025-10-03T07:38:00Z,4.4,2025/10/03 07:38:00,0,44,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-03T03:23:00Z,2025-10-03T03:23:00Z,4.7,2025/10/03 03:23:00,0,47,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-03T02:50:00Z,2025-10-03T02:51:00Z,5,2025/10/03 02:50:00,1,50,2,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-02T23:06:00Z,2025-10-02T23:06:00Z,4.3,2025/10/02 23:06:00,0,43,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-02T20:33:00Z,2025-10-02T20:33:00Z,4.6,2025/10/02 20:33:00,0,46,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-02T17:07:00Z,2025-10-02T17:07:00Z,5,2025/10/02 17:07:00,0,50,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-02T11:22:00Z,2025-10-02T11:22:00Z,4.6,2025/10/02 11:22:00,0,46,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-02T02:18:00Z,2025-10-02T02:38:00Z,4.3,2025/10/02 02:38:00,20,0.214,2,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-01T21:14:00Z,2025-10-01T21:15:00Z,6,2025/10/01 21:14:00,1,60,2,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-01T20:05:00Z,2025-10-01T20:05:00Z,5,2025/10/01 20:05:00,0,50,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-01T17:03:00Z,2025-10-01T17:03:00Z,1.8,2025/10/01 17:03:00,0,18,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-01T16:18:00Z,2025-10-01T16:18:00Z,3.4,2025/10/01 16:18:00,0,34,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-01T15:28:00Z,2025-10-01T15:40:00Z,4.9,2025/10/01 15:40:00,12,0.405,2,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-10-01T14:10:00Z,2025-10-01T14:10:00Z,2.1,2025/10/01 14:10:00,0,21,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-01T12:39:00Z,2025-10-01T12:39:00Z,3,2025/10/01 12:39:00,0,30,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-01T10:17:00Z,2025-10-01T10:35:00Z,4.4,2025/10/01 10:17:00,18,44,2,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-01T07:25:00Z,2025-10-01T07:25:00Z,2.3,2025/10/01 07:25:00,0,23,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-10-01T03:23:00Z,2025-10-01T03:23:00Z,5.1,2025/10/01 03:23:00,0,51,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-30T22:27:00Z,2025-09-30T22:27:00Z,3.8,2025/09/30 22:27:00,0,38,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-30T17:44:00Z,2025-09-30T17:44:00Z,4.3,2025/09/30 17:44:00,0,43,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-30T15:19:00Z,2025-09-30T15:19:00Z,4.7,2025/09/30 15:19:00,0,47,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-30T13:33:00Z,2025-09-30T13:33:00Z,1.9,2025/09/30 13:33:00,0,19,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-30T11:10:00Z,2025-09-30T11:10:00Z,5,2025/09/30 11:10:00,0,50,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-30T10:45:00Z,2025-09-30T10:45:00Z,2.1,2025/09/30 10:45:00,0,21,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-30T08:27:00Z,2025-09-30T08:27:00Z,4.6,2025/09/30 08:27:00,0,46,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-30T06:48:00Z,2025-09-30T06:49:00Z,6,2025/09/30 06:49:00,1,5.455,2,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-30T05:42:00Z,2025-09-30T05:42:00Z,3,2025/09/30 05:42:00,0,30,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-30T05:18:00Z,2025-09-30T05:18:00Z,1.7,2025/09/30 05:18:00,0,17,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-30T00:58:00Z,2025-09-30T00:58:00Z,4.5,2025/09/30 00:58:00,0,45,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-29T19:49:00Z,2025-09-29T19:49:00Z,4.9,2025/09/29 19:49:00,0,49,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-29T16:17:00Z,2025-09-29T16:17:00Z,2.1,2025/09/29 16:17:00,0,21,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-29T13:18:00Z,2025-09-29T13:18:00Z,2.2,2025/09/29 13:18:00,0,22,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-29T12:30:00Z,2025-09-29T12:30:00Z,1.9,2025/09/29 12:30:00,0,19,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-29T11:16:00Z,2025-09-29T11:16:00Z,5.3,2025/09/29 11:16:00,0,53,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-29T10:31:00Z,2025-09-29T10:31:00Z,4,2025/09/29 10:31:00,0,40,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-29T08:42:00Z,2025-09-29T08:42:00Z,1.9,2025/09/29 08:42:00,0,19,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-29T07:45:00Z,2025-09-29T07:45:00Z,4.3,2025/09/29 07:45:00,0,43,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-29T01:00:00Z,2025-09-29T01:00:00Z,4.4,2025/09/29 01:00:00,0,44,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-28T14:19:00Z,2025-09-28T14:19:00Z,4.6,2025/09/28 14:19:00,0,46,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-28T11:54:00Z,2025-09-28T11:54:00Z,3.5,2025/09/28 11:54:00,0,35,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-28T09:42:00Z,2025-09-28T10:15:00Z,4.3,2025/09/28 09:57:00,33,0.285,3,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-28T09:03:00Z,2025-09-28T09:03:00Z,4.3,2025/09/28 09:03:00,0,43,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-28T07:39:00Z,2025-09-28T07:39:00Z,4.6,2025/09/28 07:39:00,0,46,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-28T07:02:00Z,2025-09-28T07:02:00Z,5,2025/09/28 07:02:00,0,50,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-27T12:30:00Z,2025-09-27T12:30:00Z,1.6,2025/09/27 12:30:00,0,16,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-27T01:26:00Z,2025-09-27T03:42:00Z,7.1,2025/09/27 02:06:00,136,0.177,99,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-27T00:13:00Z,2025-09-27T01:05:00Z,6.3,2025/09/27 00:16:00,52,2.032,40,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-26T23:39:00Z,2025-09-26T23:52:00Z,5.8,2025/09/26 23:39:00,13,58,12,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-26T22:35:00Z,2025-09-26T23:12:00Z,5.6,2025/09/26 23:08:00,37,0.169,17,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-26T21:50:00Z,2025-09-26T21:55:00Z,4.1,2025/09/26 21:50:00,5,41,6,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-26T21:19:00Z,2025-09-26T21:24:00Z,4.4,2025/09/26 21:22:00,5,1.419,6,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-26T17:41:00Z,2025-09-26T17:41:00Z,4.5,2025/09/26 17:41:00,0,45,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-26T13:12:00Z,2025-09-26T13:12:00Z,5.1,2025/09/26 13:12:00,0,51,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-26T12:36:00Z,2025-09-26T12:36:00Z,2,2025/09/26 12:36:00,0,20,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-26T10:30:00Z,2025-09-26T10:52:00Z,2.7,2025/09/26 10:52:00,22,0.122,3,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-25T17:37:00Z,2025-09-25T22:15:00Z,7.6,2025/09/25 22:11:00,278,0.028,226,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-25T10:28:00Z,2025-09-25T10:28:00Z,4.6,2025/09/25 10:28:00,0,46,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-25T06:47:00Z,2025-09-25T06:47:00Z,1.7,2025/09/25 06:47:00,0,17,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-25T03:17:00Z,2025-09-25T03:17:00Z,4.4,2025/09/25 03:17:00,0,44,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-24T14:01:00Z,2025-09-24T14:01:00Z,2.2,2025/09/24 14:01:00,0,22,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-24T13:00:00Z,2025-09-24T13:00:00Z,1.7,2025/09/24 13:00:00,0,17,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-24T09:49:00Z,2025-09-24T09:49:00Z,2.4,2025/09/24 09:49:00,0,24,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-24T05:48:00Z,2025-09-24T05:48:00Z,1.7,2025/09/24 05:48:00,0,17,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-23T19:36:00Z,2025-09-23T19:36:00Z,4.7,2025/09/23 19:36:00,0,47,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-23T11:08:00Z,2025-09-23T11:08:00Z,5.2,2025/09/23 11:08:00,0,52,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-23T07:45:00Z,2025-09-23T07:45:00Z,2.3,2025/09/23 07:45:00,0,23,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-23T00:54:00Z,2025-09-23T00:54:00Z,5,2025/09/23 00:54:00,0,50,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-22T16:49:00Z,2025-09-22T16:49:00Z,5,2025/09/22 16:49:00,0,50,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-22T14:50:00Z,2025-09-22T14:50:00Z,1.7,2025/09/22 14:50:00,0,17,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-22T06:28:00Z,2025-09-22T06:28:00Z,1.9,2025/09/22 06:28:00,0,19,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-21T15:24:00Z,2025-09-21T15:24:00Z,1.6,2025/09/21 15:24:00,0,16,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-21T14:45:00Z,2025-09-21T14:45:00Z,2.1,2025/09/21 14:45:00,0,21,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-21T11:09:00Z,2025-09-21T11:09:00Z,2.3,2025/09/21 11:09:00,0,23,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-21T03:26:00Z,2025-09-21T05:59:00Z,7.5,2025/09/21 05:10:00,153,0.072,150,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-21T01:25:00Z,2025-09-21T02:43:00Z,6.1,2025/09/21 01:25:00,78,61,64,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-20T16:27:00Z,2025-09-20T16:27:00Z,4.7,2025/09/20 16:27:00,0,47,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-20T15:11:00Z,2025-09-20T15:11:00Z,4.5,2025/09/20 15:11:00,0,45,1,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-20T13:38:00Z,2025-09-20T13:38:00Z,4.2,2025/09/20 13:38:00,0,42,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-20T06:50:00Z,2025-09-20T07:06:00Z,4.8,2025/09/20 07:06:00,16,0.298,2,0,0.017,0.017,FALSE
Wasserstraße_Springorum,2025-09-20T02:11:00Z,2025-09-20T02:26:00Z,4.8,2025/09/20 02:26:00,15,0.318,2,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-19T18:39:00Z,2025-09-19T18:56:00Z,5,2025/09/19 18:39:00,17,50,2,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-19T16:26:00Z,2025-09-19T16:26:00Z,4.8,2025/09/19 16:26:00,0,48,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-19T16:02:00Z,2025-09-19T16:02:00Z,4.1,2025/09/19 16:02:00,0,41,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-19T10:24:00Z,2025-09-19T10:24:00Z,1.8,2025/09/19 10:24:00,0,18,1,0,0,0,FALSE
Wasserstraße_Springorum,2025-09-19T08:24:00Z,2025-09-19T08:24:00Z,1.7,2025/09/19 08:24:00,0,17,1,0,0.017,0.017,FALSE
