station,timestamp,precipitation_mm,probability_percent,temp_c
Wasserbaulabor 2,2026-07-30T06:00:00Z,0,4,23.3
Wasserbaulabor 2,2026-07-30T07:00:00Z,0,4,24.8
Wasserbaulabor 2,2026-07-30T08:00:00Z,0,3,26.7
Wasserbaulabor 2,2026-07-30T09:00:00Z,0,3,28.8
Wasserbaulabor 2,2026-07-30T10:00:00Z,0,3,30.9
Wasserbaulabor 2,2026-07-30T11:00:00Z,0,3,32.6
Wasserbaulabor 2,2026-07-30T12:00:00Z,0,4,33.8
Wasserbaulabor 2,2026-07-30T13:00:00Z,0,6,34.4
Wasserbaulabor 2,2026-07-30T14:00:00Z,0,9,34.6
Wasserbaulabor 2,2026-07-30T15:00:00Z,0,11,34.4
Wasserbaulabor 2,2026-07-30T16:00:00Z,0,13,34.1
Wasserbaulabor 2,2026-07-30T17:00:00Z,0,15,33.6
Wasserbaulabor 2,2026-07-30T18:00:00Z,0,16,33
Wasserbaulabor 2,2026-07-30T19:00:00Z,0,15,32.3
Wasserbaulabor 2,2026-07-30T20:00:00Z,0,14,31.2
Wasserbaulabor 2,2026-07-30T21:00:00Z,0,12,30.1
Herzogstraße,2026-07-23T22:00:00Z,0,0,17
Herzogstraße,2026-07-23T23:00:00Z,0,0,15.8
Herzogstraße,2026-07-24T00:00:00Z,0,0,15.1
Herzogstraße,2026-07-24T01:00:00Z,0,0,14.8
Herzogstraße,2026-07-24T02:00:00Z,0,0,14.4
Herzogstraße,2026-07-24T03:00:00Z,0,0,14.7
Herzogstraße,2026-07-24T04:00:00Z,0,0,15.2
Herzogstraße,2026-07-24T05:00:00Z,0,0,15.4
Herzogstraße,2026-07-24T06:00:00Z,0,0,15.8
Herzogstraße,2026-07-24T07:00:00Z,0,0,16.9
Herzogstraße,2026-07-24T08:00:00Z,0,0,17.5
Herzogstraße,2026-07-24T09:00:00Z,0,0,19.1
Herzogstraße,2026-07-24T10:00:00Z,0,0,20.6
Herzogstraße,2026-07-24T11:00:00Z,0,0,21.5
Herzogstraße,2026-07-24T12:00:00Z,0,0,22.6
Herzogstraße,2026-07-24T13:00:00Z,0,0,23.1
Herzogstraße,2026-07-24T14:00:00Z,0,0,24.2
Herzogstraße,2026-07-24T15:00:00Z,0,0,24.9
Herzogstraße,2026-07-24T16:00:00Z,0,0,25
Herzogstraße,2026-07-24T17:00:00Z,0,0,24.7
Herzogstraße,2026-07-24T18:00:00Z,0,0,24.3
Herzogstraße,2026-07-24T19:00:00Z,0,0,23.6
Herzogstraße,2026-07-24T20:00:00Z,0,0,22.6
Herzogstraße,2026-07-24T21:00:00Z,0,0,21.5
Herzogstraße,2026-07-24T22:00:00Z,0,0,20.7
Herzogstraße,2026-07-24T23:00:00Z,0,0,19.8
Herzogstraße,2026-07-25T00:00:00Z,0,0,19.4
Herzogstraße,2026-07-25T01:00:00Z,0,0,19.1
Herzogstraße,2026-07-25T02:00:00Z,0,0,18.7
Herzogstraße,2026-07-25T03:00:00Z,0,0,18.4
Herzogstraße,2026-07-25T04:00:00Z,0,0,18.1
Herzogstraße,2026-07-25T05:00:00Z,0,0,18.5
Herzogstraße,2026-07-25T06:00:00Z,0,0,20.2
Herzogstraße,2026-07-25T07:00:00Z,0,0,22.1
Herzogstraße,2026-07-25T08:00:00Z,0,0,23.4
Herzogstraße,2026-07-25T09:00:00Z,0,0,25
Herzogstraße,2026-07-25T10:00:00Z,0,0,26.8
Herzogstraße,2026-07-25T11:00:00Z,0,0,28.1
Herzogstraße,2026-07-25T12:00:00Z,0,0,29.1
Herzogstraße,2026-07-25T13:00:00Z,0,0,29.2
Herzogstraße,2026-07-25T14:00:00Z,0,0,29.3
Herzogstraße,2026-07-25T15:00:00Z,0,0,28.9
Herzogstraße,2026-07-25T16:00:00Z,0,1,29
Herzogstraße,2026-07-25T17:00:00Z,0,2,28.5
Herzogstraße,2026-07-25T18:00:00Z,0,2,27.7
Herzogstraße,2026-07-25T19:00:00Z,0,1,26.1
Herzogstraße,2026-07-25T20:00:00Z,0,1,24.9
Herzogstraße,2026-07-25T21:00:00Z,0,0,24
Herzogstraße,2026-07-25T22:00:00Z,0,1,22.9
Herzogstraße,2026-07-25T23:00:00Z,0,1,22.1
Herzogstraße,2026-07-26T00:00:00Z,0,2,21.7
Herzogstraße,2026-07-26T01:00:00Z,0,1,21.2
Herzogstraße,2026-07-26T02:00:00Z,0,0,20.5
Herzogstraße,2026-07-26T03:00:00Z,0,0,19.8
Herzogstraße,2026-07-26T04:00:00Z,0,1,19.3
Herzogstraße,2026-07-26T05:00:00Z,0,2,19.9
Herzogstraße,2026-07-26T06:00:00Z,0,6,21.4
Herzogstraße,2026-07-26T07:00:00Z,0,12,20.5
Herzogstraße,2026-07-26T08:00:00Z,0,20,20.9
Herzogstraße,2026-07-26T09:00:00Z,0,29,21.3
Herzogstraße,2026-07-26T10:00:00Z,0,38,21.5
Herzogstraße,2026-07-26T11:00:00Z,0,48,23.4
Herzogstraße,2026-07-26T12:00:00Z,0,57,24.2
Herzogstraße,2026-07-26T13:00:00Z,0.4,66,24.7
Herzogstraße,2026-07-26T14:00:00Z,0.6,75,22.4
Herzogstraße,2026-07-26T15:00:00Z,0.3,82,22.2
Herzogstraße,2026-07-26T16:00:00Z,0.2,87,23.1
Herzogstraße,2026-07-26T17:00:00Z,0.4,90,21.1
Herzogstraße,2026-07-26T18:00:00Z,0.9,90,19.4
Herzogstraße,2026-07-26T19:00:00Z,0.2,88,19.2
Herzogstraße,2026-07-26T20:00:00Z,1.3,83,17.8
Herzogstraße,2026-07-26T21:00:00Z,0.8,76,17.9
Herzogstraße,2026-07-26T22:00:00Z,0,65,17.7
Herzogstraße,2026-07-26T23:00:00Z,0,53,17.3
Herzogstraße,2026-07-27T00:00:00Z,0,43,17
Herzogstraße,2026-07-27T01:00:00Z,0,38,16.5
Herzogstraße,2026-07-27T02:00:00Z,0,36,16.3
Herzogstraße,2026-07-27T03:00:00Z,0,35,15.9
Herzogstraße,2026-07-27T04:00:00Z,0,34,15.7
Herzogstraße,2026-07-27T05:00:00Z,0,33,16
Herzogstraße,2026-07-27T06:00:00Z,0,33,16.6
Herzogstraße,2026-07-27T07:00:00Z,0,35,17.7
Herzogstraße,2026-07-27T08:00:00Z,0,37,18.9
Herzogstraße,2026-07-27T09:00:00Z,0,41,20.1
Herzogstraße,2026-07-27T10:00:00Z,0,47,21.4
Herzogstraße,2026-07-27T11:00:00Z,0,54,22.4
Herzogstraße,2026-07-27T12:00:00Z,0.1,57,22.9
Herzogstraße,2026-07-27T13:00:00Z,0,53,23.2
Herzogstraße,2026-07-27T14:00:00Z,0,46,23.2
Herzogstraße,2026-07-27T15:00:00Z,0,39,23.1
Herzogstraße,2026-07-27T16:00:00Z,0,33,23
Herzogstraße,2026-07-27T17:00:00Z,0,28,22.8
Herzogstraße,2026-07-27T18:00:00Z,0,22,22.4
Herzogstraße,2026-07-27T19:00:00Z,0,14,21.5
Herzogstraße,2026-07-27T20:00:00Z,0,6,20.4
Herzogstraße,2026-07-27T21:00:00Z,0,0,19.4
Herzogstraße,2026-07-27T22:00:00Z,0,0,18.4
Herzogstraße,2026-07-27T23:00:00Z,0,0,17.5
Herzogstraße,2026-07-28T00:00:00Z,0,0,16.7
Herzogstraße,2026-07-28T01:00:00Z,0,0,16
Herzogstraße,2026-07-28T02:00:00Z,0,0,15.5
Herzogstraße,2026-07-28T03:00:00Z,0,0,15.5
Herzogstraße,2026-07-28T04:00:00Z,0,0,16
Herzogstraße,2026-07-28T05:00:00Z,0,0,16.9
Herzogstraße,2026-07-28T06:00:00Z,0,0,18.2
Herzogstraße,2026-07-28T07:00:00Z,0,1,19.8
Herzogstraße,2026-07-28T08:00:00Z,0,2,21.8
Herzogstraße,2026-07-28T09:00:00Z,0,2,23.5
Herzogstraße,2026-07-28T10:00:00Z,0,2,24.8
Herzogstraße,2026-07-28T11:00:00Z,0,1,25.8
Herzogstraße,2026-07-28T12:00:00Z,0,0,26.7
Herzogstraße,2026-07-28T13:00:00Z,0,0,27.5
Herzogstraße,2026-07-28T14:00:00Z,0,0,28
Herzogstraße,2026-07-28T15:00:00Z,0,0,28.3
Herzogstraße,2026-07-28T16:00:00Z,0,1,28.4
Herzogstraße,2026-07-28T17:00:00Z,0,2,28.2
Herzogstraße,2026-07-28T18:00:00Z,0,2,27.6
Herzogstraße,2026-07-28T19:00:00Z,0,2,26.4
Herzogstraße,2026-07-28T20:00:00Z,0,1,24.8
Herzogstraße,2026-07-28T21:00:00Z,0,0,23.5
Herzogstraße,2026-07-28T22:00:00Z,0,0,22.5
Herzogstraße,2026-07-28T23:00:00Z,0,0,21.7
Herzogstraße,2026-07-29T00:00:00Z,0,0,21
Herzogstraße,2026-07-29T01:00:00Z,0,0,20.3
Herzogstraße,2026-07-29T02:00:00Z,0,0,19.6
Herzogstraße,2026-07-29T03:00:00Z,0,0,19.5
Herzogstraße,2026-07-29T04:00:00Z,0,0,20.1
Herzogstraße,2026-07-29T05:00:00Z,0,0,21.2
Herzogstraße,2026-07-29T06:00:00Z,0,0,22.8
Herzogstraße,2026-07-29T07:00:00Z,0,0,24.9
Herzogstraße,2026-07-29T08:00:00Z,0,0,27.4
Herzogstraße,2026-07-29T09:00:00Z,0,0,29.5
Herzogstraße,2026-07-29T10:00:00Z,0,0,30.8
Herzogstraße,2026-07-29T11:00:00Z,0,0,31.7
Herzogstraße,2026-07-29T12:00:00Z,0,0,32.3
Herzogstraße,2026-07-29T13:00:00Z,0,2,32.4
Herzogstraße,2026-07-29T14:00:00Z,0,5,32.2
Herzogstraße,2026-07-29T15:00:00Z,0,7,31.9
Herzogstraße,2026-07-29T16:00:00Z,0,9,31.5
Herzogstraße,2026-07-29T17:00:00Z,0,11,31
Herzogstraße,2026-07-29T18:00:00Z,0,12,30.7
Herzogstraße,2026-07-29T19:00:00Z,0,11,29
Herzogstraße,2026-07-29T20:00:00Z,0,10,27.6
Herzogstraße,2026-07-29T21:00:00Z,0,8,26
Herzogstraße,2026-07-29T22:00:00Z,0,6,24.3
Herzogstraße,2026-07-29T23:00:00Z,0,4,23
Herzogstraße,2026-07-30T00:00:00Z,0,2,22.1
Herzogstraße,2026-07-30T01:00:00Z,0,1,21.7
Herzogstraße,2026-07-30T02:00:00Z,0,2,21.5
Herzogstraße,2026-07-30T03:00:00Z,0,2,21.5
Herzogstraße,2026-07-30T04:00:00Z,0,3,21.9
Herzogstraße,2026-07-30T05:00:00Z,0,3,22.5
Herzogstraße,2026-07-30T06:00:00Z,0,4,23.4
Herzogstraße,2026-07-30T07:00:00Z,0,4,24.8
Herzogstraße,2026-07-30T08:00:00Z,0,3,26.8
Herzogstraße,2026-07-30T09:00:00Z,0,3,29.2
Herzogstraße,2026-07-30T10:00:00Z,0,3,31.5
Herzogstraße,2026-07-30T11:00:00Z,0,3,33.4
Herzogstraße,2026-07-30T12:00:00Z,0,4,34.8
Herzogstraße,2026-07-30T13:00:00Z,0,6,35.6
Herzogstraße,2026-07-30T14:00:00Z,0,9,36.1
Herzogstraße,2026-07-30T15:00:00Z,0,11,36.2
Herzogstraße,2026-07-30T16:00:00Z,0,13,36
Herzogstraße,2026-07-30T17:00:00Z,0,15,35.7
Herzogstraße,2026-07-30T18:00:00Z,0,16,35.1
Herzogstraße,2026-07-30T19:00:00Z,0,15,34.2
Herzogstraße,2026-07-30T20:00:00Z,0,14,32.8
Herzogstraße,2026-07-30T21:00:00Z,0,12,31.2
