"Timestamp","ConnectionStatus_NLR_#_#_#"
"2026-01-18T13:30:08.2076231",0
"2026-01-18T14:41:42.7900727",0
"2026-01-19T01:30:08.2076231",0
"2026-01-19T09:21:13.3193528",0
"2026-01-19T13:30:08.2076231",0
"2026-01-19T14:42:07.9203085",0
"2026-01-20T01:30:08.2076231",0
"2026-01-20T09:21:22.1438265",0
"2026-01-20T13:30:08.2076231",0
"2026-01-20T14:39:56.3930355",0
"2026-01-21T01:30:08.2076231",0
"2026-01-21T09:20:08.2618227",0
"2026-01-21T13:30:08.2076231",0
"2026-01-21T14:40:44.3973506",0
"2026-01-22T01:30:08.2076231",0
"2026-01-22T09:19:58.1871599",0
"2026-01-22T13:30:08.2076231",0
"2026-01-22T14:40:05.3798688",0
"2026-01-23T01:30:08.2076231",0
"2026-01-23T09:21:00.3717587",0
"2026-01-23T13:30:08.2076231",0
"2026-01-23T14:40:05.9390009",0
"2026-01-24T01:30:08.2076231",0
"2026-01-24T09:22:08.6746111",0
"2026-01-24T13:30:08.2076231",0
"2026-01-24T14:41:13.0542255",0
"2026-01-25T01:30:08.2076231",0
"2026-01-25T09:21:43.8257824",0
"2026-01-25T13:30:08.2076231",0
"2026-01-25T14:40:21.0888799",0
"2026-01-26T01:30:08.2076231",0
"2026-01-26T09:19:56.025397",0
"2026-01-26T13:30:08.2076231",0
"2026-01-26T14:40:20.6752792",0
"2026-01-27T01:30:08.2076231",0
"2026-01-27T09:19:49.0686915",0
"2026-01-27T13:30:08.2076231",0
"2026-01-27T14:41:04.4876571",0
"2026-01-28T01:30:08.2076231",0
"2026-01-28T09:21:18.7274024",0
"2026-01-28T13:30:08.2076231",0
"2026-01-28T14:41:08.9436699",0
"2026-01-29T01:30:08.2076231",0
"2026-01-29T09:19:14.3416551",0
"2026-01-29T13:30:08.2076231",0
"2026-01-29T14:41:58.3687176",0
"2026-01-30T01:30:08.2076231",0
"2026-01-30T09:19:42.4420387",0
"2026-01-30T13:30:08.2076231",0
"2026-01-30T14:39:28.2085752",0
"2026-01-31T01:30:08.2076231",0
"2026-01-31T09:21:38.3339667",0
"2026-01-31T13:30:08.2076231",0
"2026-01-31T14:40:28.9545699",0
"2026-02-01T01:30:08.2076231",0
"2026-02-01T09:20:04.3118776",0
"2026-02-01T13:30:08.2076231",0
"2026-02-01T14:41:11.2119661",0
"2026-02-02T01:30:08.2076231",0
"2026-02-02T09:20:26.8909526",0
"2026-02-02T13:30:08.2076231",0
"2026-02-02T14:41:08.6265344",0
"2026-02-03T01:30:08.2076231",0
"2026-02-03T09:20:11.1277844",0
"2026-02-03T13:30:08.2076231",0
"2026-02-03T14:40:48.6042786",0
"2026-02-04T01:30:08.2076231",0
"2026-02-04T09:21:39.5817042",0
"2026-02-04T13:30:08.2076231",0
"2026-02-04T14:41:22.2847392",0
"2026-02-05T01:30:08.2076231",0
"2026-02-05T09:21:34.0105647",0
"2026-02-05T13:30:08.2076231",0
"2026-02-05T14:40:59.0115592",0
"2026-02-06T01:30:08.2076231",0
"2026-02-06T09:21:15.1877341",0
"2026-02-06T13:30:08.2076231",0
"2026-02-06T14:40:01.4550807",0
"2026-02-07T01:30:08.2076231",0
"2026-02-07T09:21:22.6721834",0
"2026-02-07T13:30:08.2076231",0
"2026-02-07T14:43:42.2452296",0
"2026-02-08T01:30:08.2076231",0
"2026-02-08T09:19:22.9964566",0
"2026-02-08T13:30:08.2076231",0
"2026-02-08T14:42:01.1439282",0
"2026-02-09T01:30:08.2076231",0
"2026-02-09T09:22:12.7777463",0
"2026-02-09T13:30:08.2076231",0
"2026-02-09T14:40:13.2478086",0
"2026-02-10T01:30:08.2076231",0
"2026-02-10T09:21:35.2380311",0
"2026-02-10T13:30:08.2076231",0
"2026-02-10T14:42:32.9814443",0
"2026-02-11T01:30:08.2076231",0
"2026-02-11T09:21:12.6267307",0
"2026-02-11T13:30:08.2076231",0
"2026-02-11T14:41:05.7997156",0
"2026-02-12T01:30:08.2076231",0
"2026-02-12T09:20:18.4548242",0
"2026-02-12T13:30:08.2076231",0
"2026-02-12T14:42:53.2257043",0
"2026-02-13T01:30:08.2076231",0
"2026-02-13T09:21:48.8810138",0
"2026-02-13T13:30:08.2076231",0
"2026-02-13T14:39:47.3213817",0
"2026-02-14T01:30:08.2076231",0
"2026-02-14T09:21:24.6581569",0
"2026-02-14T13:30:08.2076231",0
"2026-02-14T14:41:34.5264362",0
"2026-02-15T01:30:08.2076231",0
"2026-02-15T09:20:18.7270271",0
"2026-02-15T13:30:08.2076231",0
"2026-02-15T14:42:33.7752548",0
"2026-02-16T01:30:08.2076231",0
"2026-02-16T09:19:21.8298675",0
"2026-02-16T14:41:57.8548359",0
"2026-02-17T09:19:59.6578988",0
