"Timestamp","ConnectionStatus_NLR_#_#_#"
"2026-01-18T13:30:08.6718624",0
"2026-01-18T14:41:43.0100921",0
"2026-01-19T01:30:08.6718624",0
"2026-01-19T09:21:12.3543542",0
"2026-01-19T13:30:08.6718624",0
"2026-01-19T14:42:08.165328",0
"2026-01-20T01:30:08.6718624",0
"2026-01-20T09:21:21.1188191",0
"2026-01-20T13:30:08.6718624",0
"2026-01-20T14:39:56.6180548",0
"2026-01-21T01:30:08.6718624",0
"2026-01-21T09:20:07.1618149",0
"2026-01-21T13:30:08.6718624",0
"2026-01-21T14:40:44.6173704",0
"2026-01-22T01:30:08.6718624",0
"2026-01-22T09:19:56.9621594",0
"2026-01-22T13:30:08.6718624",0
"2026-01-22T14:40:05.6098722",0
"2026-01-23T01:30:08.6718624",0
"2026-01-23T09:20:59.1867478",0
"2026-01-23T13:30:08.6718624",0
"2026-01-23T14:40:06.1740017",0
"2026-01-24T01:30:08.6718624",0
"2026-01-24T09:22:07.6696016",0
"2026-01-24T13:30:08.6718624",0
"2026-01-24T14:41:13.3092276",0
"2026-01-25T01:30:08.6718624",0
"2026-01-25T09:21:42.6857738",0
"2026-01-25T13:30:08.6718624",0
"2026-01-25T14:40:21.3038985",0
"2026-01-26T01:30:08.6718624",0
"2026-01-26T09:19:54.9753801",0
"2026-01-26T13:30:08.6718624",0
"2026-01-26T14:40:20.9303001",0
"2026-01-27T01:30:08.6718624",0
"2026-01-27T09:19:48.0486805",0
"2026-01-27T13:30:08.6718624",0
"2026-01-27T14:41:04.7126576",0
"2026-01-28T01:30:08.6718624",0
"2026-01-28T09:21:17.5924",0
"2026-01-28T13:30:08.6718624",0
"2026-01-28T14:41:09.1586891",0
"2026-01-29T01:30:08.6718624",0
"2026-01-29T09:19:13.3466494",0
"2026-01-29T13:30:08.6718624",0
"2026-01-29T14:41:58.5937372",0
"2026-01-30T01:30:08.6718624",0
"2026-01-30T09:19:41.367033",0
"2026-01-30T13:30:08.6718624",0
"2026-01-30T14:39:28.4285946",0
"2026-01-31T01:30:08.6718624",0
"2026-01-31T09:21:37.2239592",0
"2026-01-31T13:30:08.6718624",0
"2026-01-31T14:40:29.18457",0
"2026-02-01T01:30:08.6718624",0
"2026-02-01T09:20:03.2368702",0
"2026-02-01T13:30:08.6718624",0
"2026-02-01T14:41:11.4369664",0
"2026-02-02T01:30:08.6718624",0
"2026-02-02T09:20:25.8459404",0
"2026-02-02T13:30:08.6718624",0
"2026-02-02T14:41:08.856538",0
"2026-02-03T01:30:08.6718624",0
"2026-02-03T09:20:10.0128223",0
"2026-02-03T13:30:08.6718624",0
"2026-02-03T14:40:48.8292793",0
"2026-02-04T01:30:08.6718624",0
"2026-02-04T09:21:38.5916994",0
"2026-02-04T13:30:08.6718624",0
"2026-02-04T14:41:22.4997581",0
"2026-02-05T01:30:08.6718624",0
"2026-02-05T09:21:33.045553",0
"2026-02-05T13:30:08.6718624",0
"2026-02-05T14:40:59.2465597",0
"2026-02-06T01:30:08.6718624",0
"2026-02-06T09:21:14.1327281",0
"2026-02-06T13:30:08.6718624",0
"2026-02-06T14:40:01.6951",0
"2026-02-07T01:30:08.6718624",0
"2026-02-07T09:21:21.607177",0
"2026-02-07T13:30:08.6718624",0
"2026-02-07T14:43:42.475229",0
"2026-02-08T01:30:08.6718624",0
"2026-02-08T09:19:22.0314427",0
"2026-02-08T13:30:08.6718624",0
"2026-02-08T14:42:01.3889477",0
"2026-02-09T01:30:08.6718624",0
"2026-02-09T09:22:11.7927408",0
"2026-02-09T13:30:08.6718624",0
"2026-02-09T14:40:13.4828276",0
"2026-02-10T01:30:08.6718624",0
"2026-02-10T09:21:34.2280205",0
"2026-02-10T13:30:08.6718624",0
"2026-02-10T14:42:33.3014392",0
"2026-02-11T01:30:08.6718624",0
"2026-02-11T09:21:11.446716",0
"2026-02-11T13:30:08.6718624",0
"2026-02-11T14:41:06.0497165",0
"2026-02-12T01:30:08.6718624",0
"2026-02-12T09:20:17.4098133",0
"2026-02-12T13:30:08.6718624",0
"2026-02-12T14:42:53.4507076",0
"2026-02-13T01:30:08.6718624",0
"2026-02-13T09:21:47.8059946",0
"2026-02-13T13:30:08.6718624",0
"2026-02-13T14:39:47.5663865",0
"2026-02-14T01:30:08.6718624",0
"2026-02-14T09:21:23.4281458",0
"2026-02-14T13:30:08.6718624",0
"2026-02-14T14:41:34.7464554",0
"2026-02-15T01:30:08.6718624",0
"2026-02-15T09:20:17.7070158",0
"2026-02-15T13:30:08.6718624",0
"2026-02-15T14:42:34.0502558",0
"2026-02-16T01:30:08.6718624",0
"2026-02-16T09:19:20.7898598",0
"2026-02-16T14:41:58.0848354",0
"2026-02-17T09:19:58.5578937",0
