"Timestamp","ConnectionStatus_NLR_#_#_#"
"2026-01-12T14:42:24.9766686",0
"2026-01-13T01:30:08.139364",0
"2026-01-13T09:20:26.0338348",0
"2026-01-13T13:30:08.139364",0
"2026-01-13T14:42:24.5499668",0
"2026-01-14T01:30:08.139364",0
"2026-01-14T02:42:24.5499668",0
"2026-01-14T09:20:11.7966879",0
"2026-01-14T13:30:08.139364",0
"2026-01-14T14:56:44.6183515",0
"2026-01-15T01:30:08.139364",0
"2026-01-15T09:20:19.4265838",0
"2026-01-15T13:30:08.139364",0
"2026-01-15T14:42:35.2781602",0
"2026-01-16T01:30:08.139364",0
"2026-01-16T09:20:36.6288314",0
"2026-01-16T13:30:08.139364",0
"2026-01-16T14:39:29.4268256",0
"2026-01-17T01:30:08.139364",0
"2026-01-17T09:21:16.9504722",0
"2026-01-17T13:30:08.139364",0
"2026-01-17T14:40:13.7336161",0
"2026-01-18T01:30:08.139364",0
"2026-01-18T09:19:57.5017623",0
"2026-01-18T13:30:08.139364",0
"2026-01-18T14:41:42.755073",0
"2026-01-19T01:30:08.139364",0
"2026-01-19T09:21:12.4293491",0
"2026-01-19T13:30:08.139364",0
"2026-01-19T14:42:07.890364",0
"2026-01-20T01:30:08.139364",0
"2026-01-20T09:21:21.1988176",0
"2026-01-20T13:30:08.139364",0
"2026-01-20T14:39:56.3580358",0
"2026-01-21T01:30:08.139364",0
"2026-01-21T09:20:07.246815",0
"2026-01-21T13:30:08.139364",0
"2026-01-21T14:40:44.3673506",0
"2026-01-22T01:30:08.139364",0
"2026-01-22T09:19:57.0521548",0
"2026-01-22T13:30:08.139364",0
"2026-01-22T14:40:05.3448692",0
"2026-01-23T01:30:08.139364",0
"2026-01-23T09:20:59.2717488",0
"2026-01-23T13:30:08.139364",0
"2026-01-23T14:40:05.9089981",0
"2026-01-24T01:30:08.139364",0
"2026-01-24T09:22:07.7446023",0
"2026-01-24T13:30:08.139364",0
"2026-01-24T14:41:13.0092258",0
"2026-01-25T01:30:08.139364",0
"2026-01-25T09:21:42.7757824",0
"2026-01-25T13:30:08.139364",0
"2026-01-25T14:40:21.0538803",0
"2026-01-26T01:30:08.139364",0
"2026-01-26T09:19:55.0403828",0
"2026-01-26T13:30:08.139364",0
"2026-01-26T14:40:20.645279",0
"2026-01-27T01:30:08.139364",0
"2026-01-27T09:19:48.1336863",0
"2026-01-27T13:30:08.139364",0
"2026-01-27T14:41:04.4476572",0
"2026-01-28T01:30:08.139364",0
"2026-01-28T09:21:17.672388",0
"2026-01-28T13:30:08.139364",0
"2026-01-28T14:41:08.8986693",0
"2026-01-29T01:30:08.139364",0
"2026-01-29T09:19:13.4116492",0
"2026-01-29T13:30:08.139364",0
"2026-01-29T14:41:58.3387623",0
"2026-01-30T01:30:08.139364",0
"2026-01-30T09:19:41.4570332",0
"2026-01-30T13:30:08.139364",0
"2026-01-30T14:39:28.1785748",0
"2026-01-31T01:30:08.139364",0
"2026-01-31T09:21:37.3189599",0
"2026-01-31T13:30:08.139364",0
"2026-01-31T14:40:28.9195701",0
"2026-02-01T01:30:08.139364",0
"2026-02-01T09:20:03.3318713",0
"2026-02-01T13:30:08.139364",0
"2026-02-01T14:41:11.1769669",0
"2026-02-02T01:30:08.139364",0
"2026-02-02T09:20:25.9209408",0
"2026-02-02T13:30:08.139364",0
"2026-02-02T14:41:08.5965387",0
"2026-02-03T01:30:08.139364",0
"2026-02-03T09:20:10.1077746",0
"2026-02-03T13:30:08.139364",0
"2026-02-03T14:40:48.5692597",0
"2026-02-04T01:30:08.139364",0
"2026-02-04T09:21:38.6617",0
"2026-02-04T13:30:08.139364",0
"2026-02-04T14:41:22.2497389",0
"2026-02-05T01:30:08.139364",0
"2026-02-05T09:21:33.1305556",0
"2026-02-05T13:30:08.139364",0
"2026-02-05T14:40:58.981559",0
"2026-02-06T01:30:08.139364",0
"2026-02-06T09:21:14.2027285",0
"2026-02-06T13:30:08.139364",0
"2026-02-06T14:40:01.4200812",0
"2026-02-07T01:30:08.139364",0
"2026-02-07T09:21:21.6871778",0
"2026-02-07T13:30:08.139364",0
"2026-02-07T14:43:42.2152294",0
"2026-02-08T01:30:08.139364",0
"2026-02-08T09:19:22.1064467",0
"2026-02-08T13:30:08.139364",0
"2026-02-08T14:42:01.1089268",0
"2026-02-09T01:30:08.139364",0
"2026-02-09T09:22:11.8677405",0
"2026-02-09T13:30:08.139364",0
"2026-02-09T14:40:13.2128084",0
"2026-02-10T01:30:08.139364",0
"2026-02-10T09:21:34.3180215",0
"2026-02-10T13:30:08.139364",0
"2026-02-10T14:42:32.9214384",0
"2026-02-11T01:30:08.139364",0
"2026-02-11T09:21:11.5417617",0
"2026-02-11T13:30:08.139364",0
